SSID,Signal Strength (dBm),MAC address,X Position,Y Position
USTH_Student,-88,dc:b8:08:39:4b:81,-2,-3
USTH_Guest,-72,48:9b:d5:c5:67:82,-1,-4
USTH_Guest,-74,48:9b:d5:c5:e6:f2,-1,-4
USTH_Guest,-83,dc:b8:08:4c:3d:f2,-1,-4
USTH_Guest,-67,48:9b:d5:c5:67:82,-1,-4
USTH_Guest,-71,48:9b:d5:c5:e6:f2,-1,-4
USTH_Guest,-79,dc:b8:08:4c:3d:f2,-1,-4
USTH_Guest,-82,b8:50:01:db:75:22,-1,-4
USTH_Guest,-84,dc:b8:08:39:4b:82,-1,-4
USTH_Guest,-86,b8:50:01:db:75:32,-1,-4
USTH_Guest,-86,94:9b:2c:21:7c:72,-1,-4
USTH_Guest,-88,94:9b:2c:21:73:62,-1,-4
USTH_MGMT,-72,48:9b:d5:c5:67:83,-1,-4
USTH_MGMT,-74,48:9b:d5:c5:e6:f3,-1,-4
USTH_MGMT,-83,dc:b8:08:4c:3d:f3,-1,-4
USTH_MGMT,-67,48:9b:d5:c5:67:83,-1,-4
USTH_MGMT,-72,48:9b:d5:c5:e6:f3,-1,-4
USTH_MGMT,-79,dc:b8:08:4c:3d:f3,-1,-4
USTH_MGMT,-84,dc:b8:08:4c:3d:e3,-1,-4
USTH_MGMT,-85,94:9b:2c:21:7c:73,-1,-4
USTH_MGMT,-85,b8:50:01:db:75:23,-1,-4
USTH_MGMT,-86,b8:50:01:db:75:33,-1,-4
USTH_Office,-72,48:9b:d5:c5:67:80,-1,-4
USTH_Office,-74,48:9b:d5:c5:e6:f0,-1,-4
USTH_Office,-82,dc:b8:08:4c:3d:f0,-1,-4
USTH_Office,-67,48:9b:d5:c5:67:80,-1,-4
USTH_Office,-72,48:9b:d5:c5:e6:f0,-1,-4
USTH_Office,-81,dc:b8:08:4c:3d:f0,-1,-4
USTH_Office,-85,94:9b:2c:21:7c:70,-1,-4
USTH_Office,-88,b8:50:01:db:75:30,-1,-4
USTH_Office,-88,b8:50:01:db:75:20,-1,-4
USTH_Student,-72,48:9b:d5:c5:67:81,-1,-4
USTH_Student,-72,48:9b:d5:c5:e6:f1,-1,-4
USTH_Student,-82,dc:b8:08:4c:3d:f1,-1,-4
USTH_Student,-67,48:9b:d5:c5:67:81,-1,-4
USTH_Student,-72,48:9b:d5:c5:e6:f1,-1,-4
USTH_Student,-79,dc:b8:08:4c:3d:f1,-1,-4
USTH_Student,-84,dc:b8:08:4c:3d:e1,-1,-4
USTH_Student,-85,94:9b:2c:21:7c:71,-1,-4
USTH_Student,-86,b8:50:01:db:75:31,-1,-4
USTH_Student,-92,b8:50:01:db:75:21,-1,-4
USTH_404,-93,28:6c:07:c7:26:03,-1,-3
USTH_Guest,-67,48:9b:d5:c5:67:82,-1,-3
USTH_Guest,-71,48:9b:d5:c5:e6:f2,-1,-3
USTH_Guest,-79,dc:b8:08:4c:3d:f2,-1,-3
USTH_Guest,-81,dc:b8:08:4c:3d:e2,-1,-3
USTH_Guest,-69,48:9b:d5:c5:67:82,-1,-3
USTH_Guest,-74,48:9b:d5:c5:e6:f2,-1,-3
USTH_Guest,-81,b8:50:01:db:75:22,-1,-3
USTH_Guest,-83,dc:b8:08:4c:3d:f2,-1,-3
USTH_Guest,-87,b8:50:01:db:75:32,-1,-3
USTH_Guest,-87,94:9b:2c:21:7c:72,-1,-3
USTH_Guest,-90,94:9b:2c:21:73:62,-1,-3
USTH_MGMT,-72,48:9b:d5:c5:e6:f3,-1,-3
USTH_MGMT,-79,dc:b8:08:4c:3d:f3,-1,-3
USTH_MGMT,-80,dc:b8:08:4c:3d:e3,-1,-3
USTH_MGMT,-69,48:9b:d5:c5:67:83,-1,-3
USTH_MGMT,-74,48:9b:d5:c5:e6:f3,-1,-3
USTH_MGMT,-82,b8:50:01:db:75:23,-1,-3
USTH_MGMT,-83,dc:b8:08:4c:3d:f3,-1,-3
USTH_MGMT,-86,b8:50:01:db:75:33,-1,-3
USTH_MGMT,-89,94:9b:2c:21:7c:73,-1,-3
USTH_Office,-67,48:9b:d5:c5:67:80,-1,-3
USTH_Office,-71,48:9b:d5:c5:e6:f0,-1,-3
USTH_Office,-80,dc:b8:08:4c:3d:f0,-1,-3
USTH_Office,-81,dc:b8:08:4c:3d:e0,-1,-3
USTH_Office,-69,48:9b:d5:c5:67:80,-1,-3
USTH_Office,-74,48:9b:d5:c5:e6:f0,-1,-3
USTH_Office,-81,b8:50:01:db:75:20,-1,-3
USTH_Office,-85,dc:b8:08:4c:3d:f0,-1,-3
USTH_Office,-86,b8:50:01:db:75:30,-1,-3
USTH_Student,-66,48:9b:d5:c5:67:81,-1,-3
USTH_Student,-72,48:9b:d5:c5:e6:f1,-1,-3
USTH_Student,-79,dc:b8:08:4c:3d:f1,-1,-3
USTH_Student,-86,94:9b:2c:21:7c:71,-1,-3
USTH_Student,-67,48:9b:d5:c5:67:81,-1,-3
USTH_Student,-73,48:9b:d5:c5:e6:f1,-1,-3
USTH_Student,-82,dc:b8:08:4c:3d:f1,-1,-3
USTH_Student,-86,b8:50:01:db:75:31,-1,-3
USTH_Student,-88,94:9b:2c:21:7c:71,-1,-3
USTH_404,-88,28:6c:07:c7:26:03,-1,-2
USTH_Guest,-63,48:9b:d5:c5:67:82,-1,-2
USTH_Guest,-73,48:9b:d5:c5:e6:f2,-1,-2
USTH_Guest,-80,dc:b8:08:4c:3d:f2,-1,-2
USTH_Guest,-85,94:9b:2c:21:7c:62,-1,-2
USTH_Guest,-69,48:9b:d5:c5:e6:f2,-1,-2
USTH_Guest,-81,dc:b8:08:4c:3d:f2,-1,-2
USTH_Guest,-83,dc:b8:08:4c:3d:e2,-1,-2
USTH_Guest,-84,94:9b:2c:21:7c:62,-1,-2
USTH_Guest,-85,94:9b:2c:21:7c:72,-1,-2
USTH_Guest,-85,94:9b:2c:21:73:62,-1,-2
USTH_Guest,-87,b8:50:01:db:75:32,-1,-2
USTH_Guest,-88,dc:b8:08:39:2f:32,-1,-2
USTH_MGMT,-66,48:9b:d5:c5:67:83,-1,-2
USTH_MGMT,-73,48:9b:d5:c5:e6:f3,-1,-2
USTH_MGMT,-82,dc:b8:08:4c:3d:f3,-1,-2
USTH_MGMT,-69,48:9b:d5:c5:e6:f3,-1,-2
USTH_MGMT,-82,dc:b8:08:4c:3d:f3,-1,-2
USTH_MGMT,-84,dc:b8:08:4c:3d:e3,-1,-2
USTH_MGMT,-85,94:9b:2c:21:7c:73,-1,-2
USTH_MGMT,-86,94:9b:2c:21:73:63,-1,-2
USTH_MGMT,-88,b8:50:01:db:75:33,-1,-2
USTH_MGMT,-88,dc:b8:08:39:2f:33,-1,-2
USTH_Office,-65,48:9b:d5:c5:67:80,-1,-2
USTH_Office,-73,48:9b:d5:c5:e6:f0,-1,-2
USTH_Office,-79,dc:b8:08:4c:3d:f0,-1,-2
USTH_Office,-88,b8:50:01:db:75:30,-1,-2
USTH_Office,-72,48:9b:d5:c5:e6:f0,-1,-2
USTH_Office,-73,48:9b:d5:c5:67:80,-1,-2
USTH_Office,-83,dc:b8:08:4c:3d:f0,-1,-2
USTH_Office,-83,dc:b8:08:4c:3d:e0,-1,-2
USTH_Office,-86,94:9b:2c:21:7c:70,-1,-2
USTH_Office,-88,dc:b8:08:39:2f:30,-1,-2
USTH_Office,-88,b8:50:01:db:75:30,-1,-2
USTH_Student,-63,48:9b:d5:c5:67:81,-1,-2
USTH_Student,-73,48:9b:d5:c5:e6:f1,-1,-2
USTH_Student,-80,dc:b8:08:4c:3d:f1,-1,-2
USTH_Student,-85,94:9b:2c:21:7c:61,-1,-2
USTH_Student,-69,48:9b:d5:c5:e6:f1,-1,-2
USTH_Student,-73,48:9b:d5:c5:67:81,-1,-2
USTH_Student,-83,dc:b8:08:4c:3d:f1,-1,-2
USTH_Student,-84,dc:b8:08:4c:3d:e1,-1,-2
USTH_Student,-86,94:9b:2c:21:7c:71,-1,-2
USTH_Student,-87,b8:50:01:db:75:31,-1,-2
USTH_Student,-87,dc:b8:08:39:49:61,-1,-2
USTH_Student,-88,dc:b8:08:39:2f:31,-1,-2
ICTLab,-88,a8:5b:f7:77:3f:f2,-1,-1
ICTLab 5GHz,-89,a8:5b:f7:77:3f:f0,-1,-1
ICTLab Guests,-89,a8:5b:f7:77:3f:f1,-1,-1
ICTLab Students,-89,a8:5b:f7:77:3f:f3,-1,-1
USTH_404,-88,28:6c:07:c7:26:03,-1,-1
USTH_Guest,-68,48:9b:d5:c5:67:82,-1,-1
USTH_Guest,-70,48:9b:d5:c5:e6:f2,-1,-1
USTH_Guest,-78,dc:b8:08:4c:3d:f2,-1,-1
USTH_Guest,-80,94:9b:2c:21:73:62,-1,-1
USTH_Guest,-81,b8:50:01:db:75:32,-1,-1
USTH_Guest,-82,dc:b8:08:4c:3d:e2,-1,-1
USTH_Guest,-86,94:9b:2c:21:7c:72,-1,-1
USTH_Guest,-87,dc:b8:08:39:2f:32,-1,-1
USTH_Guest,-64,48:9b:d5:c5:67:82,-1,-1
USTH_Guest,-70,48:9b:d5:c5:e6:f2,-1,-1
USTH_Guest,-75,dc:b8:08:39:4b:82,-1,-1
USTH_Guest,-77,94:9b:2c:21:7c:62,-1,-1
USTH_Guest,-78,dc:b8:08:4c:3d:f2,-1,-1
USTH_Guest,-82,94:9b:2c:21:7c:72,-1,-1
USTH_Guest,-84,dc:b8:08:39:2f:32,-1,-1
USTH_Guest,-84,b8:50:01:db:75:32,-1,-1
USTH_Guest,-84,dc:b8:08:4c:3d:e2,-1,-1
USTH_Guest,-88,b8:50:01:db:76:72,-1,-1
USTH_MGMT,-68,48:9b:d5:c5:67:83,-1,-1
USTH_MGMT,-70,48:9b:d5:c5:e6:f3,-1,-1
USTH_MGMT,-80,dc:b8:08:4c:3d:f3,-1,-1
USTH_MGMT,-80,94:9b:2c:21:73:63,-1,-1
USTH_MGMT,-81,b8:50:01:db:75:33,-1,-1
USTH_MGMT,-81,dc:b8:08:4c:3d:e3,-1,-1
USTH_MGMT,-86,94:9b:2c:21:7c:73,-1,-1
USTH_MGMT,-88,dc:b8:08:39:2f:33,-1,-1
USTH_MGMT,-66,48:9b:d5:c5:67:83,-1,-1
USTH_MGMT,-70,48:9b:d5:c5:e6:f3,-1,-1
USTH_MGMT,-79,dc:b8:08:4c:3d:f3,-1,-1
USTH_MGMT,-81,94:9b:2c:21:7c:73,-1,-1
USTH_MGMT,-84,dc:b8:08:4c:3d:e3,-1,-1
USTH_MGMT,-85,b8:50:01:db:75:33,-1,-1
USTH_MGMT,-86,dc:b8:08:39:2f:33,-1,-1
USTH_MGMT,-89,b8:50:01:db:76:73,-1,-1
USTH_Office,-69,48:9b:d5:c5:67:80,-1,-1
USTH_Office,-70,48:9b:d5:c5:e6:f0,-1,-1
USTH_Office,-77,dc:b8:08:4c:3d:f0,-1,-1
USTH_Office,-78,94:9b:2c:21:73:60,-1,-1
USTH_Office,-80,b8:50:01:db:75:30,-1,-1
USTH_Office,-82,dc:b8:08:4c:3d:e0,-1,-1
USTH_Office,-88,dc:b8:08:39:2f:30,-1,-1
USTH_Office,-88,94:9b:2c:21:7c:70,-1,-1
USTH_Office,-88,dc:b8:08:39:4b:90,-1,-1
USTH_Office,-65,48:9b:d5:c5:67:80,-1,-1
USTH_Office,-70,48:9b:d5:c5:e6:f0,-1,-1
USTH_Office,-80,dc:b8:08:4c:3d:f0,-1,-1
USTH_Office,-81,94:9b:2c:21:7c:70,-1,-1
USTH_Office,-84,dc:b8:08:39:2f:30,-1,-1
USTH_Office,-84,b8:50:01:db:75:30,-1,-1
USTH_Office,-84,dc:b8:08:4c:3d:e0,-1,-1
USTH_Office,-89,94:9b:2c:21:73:60,-1,-1
USTH_Student,-63,48:9b:d5:c5:67:81,-1,-1
USTH_Student,-70,48:9b:d5:c5:e6:f1,-1,-1
USTH_Student,-77,dc:b8:08:4c:3d:f1,-1,-1
USTH_Student,-81,b8:50:01:db:75:31,-1,-1
USTH_Student,-81,dc:b8:08:4c:3d:e1,-1,-1
USTH_Student,-81,94:9b:2c:21:7c:61,-1,-1
USTH_Student,-81,94:9b:2c:21:73:61,-1,-1
USTH_Student,-87,94:9b:2c:21:7c:71,-1,-1
USTH_Student,-89,dc:b8:08:39:2f:31,-1,-1
USTH_Student,-66,48:9b:d5:c5:67:81,-1,-1
USTH_Student,-70,48:9b:d5:c5:e6:f1,-1,-1
USTH_Student,-78,94:9b:2c:21:7c:71,-1,-1
USTH_Student,-79,dc:b8:08:4c:3d:f1,-1,-1
USTH_Student,-84,b8:50:01:db:75:31,-1,-1
USTH_Student,-86,dc:b8:08:39:2f:31,-1,-1
USTH_Student,-86,dc:b8:08:4c:3d:e1,-1,-1
USTH_Student,-87,b8:50:01:db:76:71,-1,-1
USTH-Rector Board,-69,78:44:76:99:47:38,-1,-1
ICTLab,-81,a8:5b:f7:77:3f:f2,-1,0
ICTLab,-82,a8:5b:f7:77:3f:f2,-1,0
ICTLab 5GHz,-81,a8:5b:f7:77:3f:f0,-1,0
ICTLab 5GHz,-82,a8:5b:f7:77:3f:f0,-1,0
ICTLab Guests,-80,a8:5b:f7:77:3f:f1,-1,0
ICTLab Guests,-82,a8:5b:f7:77:3f:f1,-1,0
ICTLab Students,-81,a8:5b:f7:77:3f:f3,-1,0
ICTLab Students,-82,a8:5b:f7:77:3f:f3,-1,0
USTH_Guest,-56,48:9b:d5:c5:67:82,-1,0
USTH_Guest,-64,48:9b:d5:c5:e6:f2,-1,0
USTH_Guest,-67,dc:b8:08:4c:3d:f2,-1,0
USTH_Guest,-71,b8:50:01:db:75:32,-1,0
USTH_Guest,-73,b8:50:01:db:75:22,-1,0
USTH_Guest,-75,dc:b8:08:4c:3d:e2,-1,0
USTH_Guest,-80,dc:b8:08:39:2f:32,-1,0
USTH_Guest,-81,b8:50:01:db:76:72,-1,0
USTH_Guest,-87,dc:b8:08:39:4b:92,-1,0
USTH_Guest,-59,48:9b:d5:c5:67:82,-1,0
USTH_Guest,-60,48:9b:d5:c5:e6:f2,-1,0
USTH_Guest,-69,dc:b8:08:4c:3d:f2,-1,0
USTH_Guest,-72,94:9b:2c:21:7c:62,-1,0
USTH_Guest,-73,b8:50:01:db:75:32,-1,0
USTH_Guest,-77,b8:50:01:db:75:22,-1,0
USTH_Guest,-79,dc:b8:08:39:2f:32,-1,0
USTH_Guest,-79,dc:b8:08:4c:3d:e2,-1,0
USTH_Guest,-80,b8:50:01:db:76:72,-1,0
USTH_Guest,-83,94:9b:2c:21:7c:72,-1,0
USTH_MGMT,-56,48:9b:d5:c5:67:83,-1,0
USTH_MGMT,-65,48:9b:d5:c5:e6:f3,-1,0
USTH_MGMT,-70,dc:b8:08:4c:3d:f3,-1,0
USTH_MGMT,-72,b8:50:01:db:75:33,-1,0
USTH_MGMT,-73,b8:50:01:db:75:23,-1,0
USTH_MGMT,-74,dc:b8:08:4c:3d:e3,-1,0
USTH_MGMT,-78,94:9b:2c:21:7c:63,-1,0
USTH_MGMT,-81,dc:b8:08:39:2f:33,-1,0
USTH_MGMT,-81,b8:50:01:db:76:73,-1,0
USTH_MGMT,-81,94:9b:2c:21:73:63,-1,0
USTH_MGMT,-87,94:9b:2c:21:7c:73,-1,0
USTH_MGMT,-58,48:9b:d5:c5:67:83,-1,0
USTH_MGMT,-60,48:9b:d5:c5:e6:f3,-1,0
USTH_MGMT,-69,dc:b8:08:4c:3d:f3,-1,0
USTH_MGMT,-73,b8:50:01:db:75:33,-1,0
USTH_MGMT,-73,dc:b8:08:4c:3d:e3,-1,0
USTH_MGMT,-75,b8:50:01:db:75:23,-1,0
USTH_MGMT,-76,dc:b8:08:39:2f:23,-1,0
USTH_MGMT,-79,dc:b8:08:39:2f:33,-1,0
USTH_MGMT,-80,b8:50:01:db:76:73,-1,0
USTH_MGMT,-85,94:9b:2c:21:7c:73,-1,0
USTH_Office,-56,48:9b:d5:c5:67:80,-1,0
USTH_Office,-64,48:9b:d5:c5:e6:f0,-1,0
USTH_Office,-67,dc:b8:08:4c:3d:f0,-1,0
USTH_Office,-72,b8:50:01:db:75:30,-1,0
USTH_Office,-72,b8:50:01:db:75:20,-1,0
USTH_Office,-75,dc:b8:08:4c:3d:e0,-1,0
USTH_Office,-80,dc:b8:08:39:2f:30,-1,0
USTH_Office,-80,b8:50:01:db:76:70,-1,0
USTH_Office,-58,48:9b:d5:c5:67:80,-1,0
USTH_Office,-61,48:9b:d5:c5:e6:f0,-1,0
USTH_Office,-69,dc:b8:08:4c:3d:f0,-1,0
USTH_Office,-70,dc:b8:08:39:4b:80,-1,0
USTH_Office,-73,b8:50:01:db:75:30,-1,0
USTH_Office,-75,dc:b8:08:4c:3d:e0,-1,0
USTH_Office,-77,dc:b8:08:39:2f:30,-1,0
USTH_Office,-78,b8:50:01:db:75:20,-1,0
USTH_Office,-82,94:9b:2c:21:7c:70,-1,0
USTH_Office,-84,dc:b8:08:4c:46:60,-1,0
USTH_Student,-56,48:9b:d5:c5:67:81,-1,0
USTH_Student,-62,48:9b:d5:c5:e6:f1,-1,0
USTH_Student,-67,dc:b8:08:4c:3d:f1,-1,0
USTH_Student,-71,b8:50:01:db:75:31,-1,0
USTH_Student,-73,b8:50:01:db:75:21,-1,0
USTH_Student,-75,dc:b8:08:4c:3d:e1,-1,0
USTH_Student,-81,dc:b8:08:39:2f:31,-1,0
USTH_Student,-81,b8:50:01:db:76:71,-1,0
USTH_Student,-87,94:9b:2c:21:7c:71,-1,0
USTH_Student,-58,48:9b:d5:c5:67:81,-1,0
USTH_Student,-60,48:9b:d5:c5:e6:f1,-1,0
USTH_Student,-69,dc:b8:08:4c:3d:f1,-1,0
USTH_Student,-73,b8:50:01:db:75:31,-1,0
USTH_Student,-73,dc:b8:08:4c:3d:e1,-1,0
USTH_Student,-76,b8:50:01:db:75:21,-1,0
USTH_Student,-79,dc:b8:08:39:2f:31,-1,0
USTH_Student,-79,b8:50:01:db:76:71,-1,0
USTH_Student,-84,94:9b:2c:21:7c:71,-1,0
USTH_Student,-86,dc:b8:08:39:4b:91,-1,0
USTH-Rector Board,-73,78:44:76:99:47:38,-1,0
ICTLab,-82,a8:5b:f7:77:3f:f2,-1,1
ICTLab 5GHz,-82,a8:5b:f7:77:3f:f0,-1,1
ICTLab Guests,-82,a8:5b:f7:77:3f:f1,-1,1
ICTLab Guests,-83,a8:5b:f7:77:3f:e1,-1,1
ICTLab Students,-82,a8:5b:f7:77:3f:f3,-1,1
USTH_Guest,-59,48:9b:d5:c5:e6:f2,-1,1
USTH_Guest,-64,dc:b8:08:4c:3d:f2,-1,1
USTH_Guest,-73,b8:50:01:db:75:32,-1,1
USTH_Guest,-74,b8:50:01:db:75:22,-1,1
USTH_Guest,-76,dc:b8:08:39:2f:32,-1,1
USTH_Guest,-76,b8:50:01:db:76:62,-1,1
USTH_Guest,-77,b8:50:01:db:76:72,-1,1
USTH_Guest,-78,dc:b8:08:4c:3d:e2,-1,1
USTH_Guest,-86,94:9b:2c:21:7c:72,-1,1
USTH_Guest,-88,dc:b8:08:39:4b:92,-1,1
USTH_MGMT,-59,48:9b:d5:c5:e6:f3,-1,1
USTH_MGMT,-64,dc:b8:08:4c:3d:f3,-1,1
USTH_MGMT,-73,b8:50:01:db:75:33,-1,1
USTH_MGMT,-76,dc:b8:08:39:2f:33,-1,1
USTH_MGMT,-77,b8:50:01:db:76:63,-1,1
USTH_MGMT,-78,b8:50:01:db:76:73,-1,1
USTH_MGMT,-79,dc:b8:08:4c:3d:e3,-1,1
USTH_MGMT,-87,94:9b:2c:21:7c:73,-1,1
USTH_Office,-55,48:9b:d5:c5:67:80,-1,1
USTH_Office,-59,48:9b:d5:c5:e6:f0,-1,1
USTH_Office,-64,dc:b8:08:4c:3d:f0,-1,1
USTH_Office,-72,b8:50:01:db:75:30,-1,1
USTH_Office,-76,dc:b8:08:39:2f:30,-1,1
USTH_Office,-77,b8:50:01:db:75:20,-1,1
USTH_Office,-77,b8:50:01:db:76:70,-1,1
USTH_Office,-77,b8:50:01:db:76:60,-1,1
USTH_Office,-79,dc:b8:08:4c:3d:e0,-1,1
USTH_Office,-87,94:9b:2c:21:7c:70,-1,1
USTH_Student,-57,48:9b:d5:c5:67:81,-1,1
USTH_Student,-58,48:9b:d5:c5:e6:f1,-1,1
USTH_Student,-64,dc:b8:08:4c:3d:f1,-1,1
USTH_Student,-72,b8:50:01:db:75:21,-1,1
USTH_Student,-73,b8:50:01:db:75:31,-1,1
USTH_Student,-76,dc:b8:08:39:2f:31,-1,1
USTH_Student,-76,dc:b8:08:39:2f:21,-1,1
USTH_Student,-78,b8:50:01:db:76:71,-1,1
USTH_Student,-79,dc:b8:08:4c:3d:e1,-1,1
USTH_Student,-80,94:9b:2c:21:73:61,-1,1
USTH_Student,-87,94:9b:2c:21:7c:71,-1,1
USTH_Student,-87,dc:b8:08:39:4b:91,-1,1
USTH-Rector Board,-72,78:44:76:99:47:38,-1,1
ICTLab,-88,a8:5b:f7:77:3f:f2,-1,2
ICTLab 5GHz,-86,a8:5b:f7:77:3f:f0,-1,2
ICTLab Guests,-87,a8:5b:f7:77:3f:f1,-1,2
ICTLab Students,-86,a8:5b:f7:77:3f:f3,-1,2
USTH_Guest,-52,48:9b:d5:c5:67:82,-1,2
USTH_Guest,-54,48:9b:d5:c5:e6:f2,-1,2
USTH_Guest,-63,dc:b8:08:4c:3d:f2,-1,2
USTH_Guest,-74,dc:b8:08:4c:3d:e2,-1,2
USTH_Guest,-75,dc:b8:08:39:2f:32,-1,2
USTH_Guest,-75,b8:50:01:db:75:32,-1,2
USTH_Guest,-76,b8:50:01:db:75:22,-1,2
USTH_Guest,-76,b8:50:01:db:76:72,-1,2
USTH_Guest,-76,94:9b:2c:21:73:62,-1,2
USTH_Guest,-79,b8:50:01:db:76:62,-1,2
USTH_MGMT,-52,48:9b:d5:c5:67:83,-1,2
USTH_MGMT,-54,48:9b:d5:c5:e6:f3,-1,2
USTH_MGMT,-63,dc:b8:08:4c:3d:f3,-1,2
USTH_MGMT,-73,dc:b8:08:39:2f:33,-1,2
USTH_MGMT,-74,dc:b8:08:4c:3d:e3,-1,2
USTH_MGMT,-75,b8:50:01:db:75:33,-1,2
USTH_MGMT,-75,b8:50:01:db:75:23,-1,2
USTH_MGMT,-77,b8:50:01:db:76:73,-1,2
USTH_MGMT,-77,b8:50:01:db:76:63,-1,2
USTH_MGMT,-77,94:9b:2c:21:73:63,-1,2
USTH_Office,-51,48:9b:d5:c5:67:80,-1,2
USTH_Office,-54,48:9b:d5:c5:e6:f0,-1,2
USTH_Office,-63,dc:b8:08:4c:3d:f0,-1,2
USTH_Office,-71,dc:b8:08:39:2f:30,-1,2
USTH_Office,-72,94:9b:2c:21:73:60,-1,2
